user_id,age,gender,city,area,registration_date,membership_type,acquisition_channel
U01076,18,Male,Hyderabad,Madhapur,2025-06-17,Basic,Referral
U01077,33,Female,Bengaluru,Yelahanka,2025-05-06,Premium,College/Community
U01078,40,Female,Mumbai,Powai,2026-07-27,Basic,Instagram
U01079,41,Male,Bengaluru,Whitefield,2025-04-30,Premium,Referral
U01080,19,Female,Chennai,Adyar,2026-03-04,Premium,Instagram
U01081,24,Male,Pune,Wakad,2025-07-09,Premium,Google
U01082,23,Female,Bengaluru,Yelahanka,2026-03-04,Basic,Referral
U01083,22,Male,Bengaluru,Whitefield,2026-07-14,Basic,Instagram
U01084,21,Female,Pune,Viman Nagar,2025-07-21,Premium,Referral
U01085,19,Male,Chennai,OMR,2025-02-28,Basic,Google
U01086,27,Female,Hyderabad,Banjara Hills,2025-08-11,Basic,Referral
U01087,39,Male,Mumbai,Borivali,2026-05-07,Basic,Instagram
U01088,22,Male,Bengaluru,Jayanagar,2025-01-11,Basic,YouTube
U01089,35,Female,Chennai,Anna Nagar,2026-05-27,Basic,Referral
U01090,27,Male,Bengaluru,HSR Layout,2025-11-06,Basic,Other
U01091,40,Female,Chennai,Anna Nagar,2025-02-03,Basic,College/Community
U01092,39,Female,Mumbai,Thane,2025-12-06,Premium,Google
U01093,45,Male,Mumbai,Thane,2026-04-26,Basic,Instagram
U01094,32,Male,Hyderabad,Kukatpally,2026-07-28,Pro,Referral
U01095,44,Male,Bengaluru,Indiranagar,2025-04-03,Basic,Referral
U01096,26,Female,Bengaluru,Indiranagar,2025-05-13,Basic,Instagram
U01097,28,Male,Bengaluru,Yelahanka,2026-02-23,Basic,Instagram
U01098,43,Male,Bengaluru,Koramangala,2026-04-13,Basic,Referral
U01099,38,Female,Pune,Kothrud,2026-03-20,Basic,College/Community
U01100,42,Male,Bengaluru,Electronic City,2025-01-30,Premium,College/Community
U01101,42,Other,Bengaluru,Indiranagar,2025-10-25,Basic,Instagram
U01102,34,Female,Chennai,OMR,2025-03-02,Premium,Google
U01103,38,Male,Pune,Baner,2026-04-03,Basic,Instagram
U01104,26,Male,Chennai,Anna Nagar,2025-10-31,Basic,Google
U01105,40,Female,Chennai,OMR,2025-12-06,Basic,YouTube
U01106,33,Male,Bengaluru,Electronic City,2026-03-24,Pro,YouTube
U01107,23,Male,Bengaluru,Indiranagar,2025-10-29,Basic,Referral
U01108,39,Male,Pune,Wakad,2026-06-24,Premium,Instagram
U01109,28,Female,Mumbai,Andheri,2026-04-30,Basic,Google
U01110,40,Female,Bengaluru,Yelahanka,2025-03-18,Basic,Other
U01111,34,Male,Pune,Baner,2026-05-30,Basic,Instagram
U01112,21,Male,Bengaluru,Marathahalli,2026-07-03,Premium,Google
U01113,32,Female,Bengaluru,Whitefield,2025-04-02,Premium,YouTube
U01114,18,Female,Hyderabad,Madhapur,2026-04-11,Basic,YouTube
U01115,39,Male,Hyderabad,Madhapur,2026-04-11,Premium,College/Community
U01116,37,Male,Hyderabad,Kukatpally,2026-08-22,Basic,Google
U01117,18,Female,Bengaluru,Indiranagar,2025-02-09,Pro,Referral
U01118,26,Female,Pune,Baner,2025-11-25,Premium,Google
U01119,29,Female,Bengaluru,Yelahanka,2025-10-12,Premium,Other
U01120,21,Female,Bengaluru,Electronic City,2026-07-08,Premium,YouTube
U01121,45,Female,Pune,Viman Nagar,2025-03-07,Basic,College/Community
U01122,39,Male,Chennai,Adyar,2025-04-19,Premium,Instagram
U01123,30,Female,Pune,Viman Nagar,2026-02-19,Basic,YouTube
U01124,24,Female,Pune,Kothrud,2025-04-02,Basic,Google
U01125,25,Other,Mumbai,Powai,2026-01-03,Basic,Instagram
U01126,45,Male,Hyderabad,Kondapur,2026-02-27,Basic,Instagram
U01127,30,Female,Bengaluru,HSR Layout,2026-07-26,Basic,YouTube
U01128,28,Female,Bengaluru,Indiranagar,2025-08-28,Basic,Google
U01129,26,Male,Bengaluru,Whitefield,2026-03-11,Basic,College/Community
U01130,42,Male,Bengaluru,Koramangala,2025-07-31,Basic,YouTube
U01131,41,Female,Mumbai,Bandra,2026-02-04,Premium,Instagram
U01132,33,Male,Hyderabad,Kondapur,2026-06-10,Basic,YouTube
U01133,27,Female,Bengaluru,Jayanagar,2026-04-13,Premium,Instagram
U01134,28,Female,Bengaluru,Indiranagar,2025-06-19,Basic,Google
U01135,29,Male,Mumbai,Thane,2025-07-29,Basic,Referral
U01136,45,Other,Bengaluru,HSR Layout,2025-09-13,Basic,College/Community
U01137,31,Female,Pune,Wakad,2025-03-14,Basic,Google
U01138,36,Male,Hyderabad,Banjara Hills,2025-05-27,Basic,College/Community
U01139,29,Male,Hyderabad,Kondapur,2025-12-06,Basic,YouTube
U01140,35,Female,Hyderabad,Kukatpally,2025-11-13,Basic,Google
U01141,38,Male,Pune,Hinjewadi,2026-07-29,Basic,Referral
U01142,34,Male,Bengaluru,Indiranagar,2025-06-03,Premium,YouTube
U01143,20,Male,Mumbai,Powai,2025-09-12,Basic,Instagram
U01144,18,Male,Hyderabad,Gachibowli,2025-12-17,Basic,College/Community
U01145,36,Male,Bengaluru,Whitefield,2026-07-01,Premium,YouTube
U01146,21,Other,Pune,Hinjewadi,2025-11-08,Basic,Instagram
U01147,40,Female,Pune,Wakad,2025-05-14,Pro,Other
U01148,45,Male,Mumbai,Borivali,2025-05-09,Basic,Instagram
U01149,33,Male,Pune,Kothrud,2026-03-12,Basic,College/Community
U01150,29,Female,Pune,Hinjewadi,2025-10-07,Basic,Google
U01151,38,Male,Mumbai,Andheri,2025-12-24,Basic,YouTube
U01152,38,Female,Pune,Hinjewadi,2025-09-09,Basic,Google
U01153,30,Female,Mumbai,Thane,2025-05-15,Pro,YouTube
U01154,34,Female,Mumbai,Thane,2026-06-07,Premium,Instagram
U01155,25,Male,Mumbai,Powai,2025-11-15,Basic,Google
U01156,30,Male,Pune,Hinjewadi,2025-03-21,Basic,Instagram
U01157,37,Male,Bengaluru,Electronic City,2025-07-10,Basic,College/Community
U01158,43,Male,Pune,Hinjewadi,2026-03-29,Basic,Google
U01159,22,Male,Pune,Wakad,2025-12-10,Premium,YouTube
U01160,35,Female,Bengaluru,Jayanagar,2025-01-30,Premium,College/Community
U01161,32,Female,Pune,Kothrud,2026-02-18,Basic,College/Community
U01162,29,Female,Bengaluru,Electronic City,2026-01-03,Basic,Instagram
U01163,34,Female,Bengaluru,Koramangala,2026-08-19,Basic,College/Community
U01164,42,Male,Mumbai,Powai,2026-05-17,Basic,Instagram
U01165,32,Female,Bengaluru,Jayanagar,2025-01-21,Basic,YouTube
U01166,19,Male,Pune,Wakad,2026-07-03,Basic,YouTube
U01167,23,Male,Pune,Baner,2025-09-03,Premium,Instagram
U01168,34,Male,Hyderabad,Gachibowli,2025-10-10,Premium,Instagram
U01169,33,Female,Bengaluru,Indiranagar,2025-08-20,Premium,Referral
U01170,34,Female,Bengaluru,Koramangala,2025-11-12,Pro,Google
U01171,42,Male,Mumbai,Andheri,2025-12-02,Pro,College/Community
U01172,37,Male,Chennai,Anna Nagar,2026-02-15,Premium,Google
U01173,26,Male,Mumbai,Bandra,2025-09-02,Pro,Other
U01174,44,Male,Bengaluru,Electronic City,2026-01-22,Premium,Google
U01175,22,Male,Mumbai,Bandra,2025-12-24,Premium,Other
U01176,40,Female,Hyderabad,Kondapur,2025-01-22,Basic,YouTube
U01177,18,Female,Pune,Kothrud,2025-01-19,Basic,College/Community
U01178,23,Male,Bengaluru,Electronic City,2025-10-14,Premium,Instagram
U01179,41,Female,Pune,Kothrud,2025-10-03,Basic,Referral
U01180,31,Male,Hyderabad,Kukatpally,2026-07-06,Premium,Instagram
U01181,34,Female,Chennai,Velachery,2025-03-13,Basic,Google
U01182,42,Male,Bengaluru,Indiranagar,2025-12-31,Basic,Referral
U01183,36,Female,Mumbai,Powai,2025-12-01,Premium,YouTube
U01184,18,Female,Chennai,Anna Nagar,2026-08-13,Pro,Instagram
U01185,18,Female,Bengaluru,Indiranagar,2025-07-18,Basic,Referral
U01186,30,Male,Chennai,Adyar,2025-01-17,Premium,Referral
U01187,31,Female,Mumbai,Andheri,2025-08-06,Premium,Instagram
U01188,44,Male,Bengaluru,Electronic City,2025-05-27,Basic,Referral
U01189,23,Male,Bengaluru,Jayanagar,2025-07-29,Basic,YouTube
U01190,44,Male,Mumbai,Thane,2026-02-18,Basic,Instagram
U01191,23,Female,Bengaluru,Marathahalli,2025-11-26,Basic,YouTube
U01192,18,Female,Hyderabad,Madhapur,2025-12-18,Basic,Referral
U01193,31,Male,Bengaluru,HSR Layout,2025-06-12,Basic,College/Community
U01194,20,Male,Mumbai,Thane,2025-04-11,Basic,Instagram
U01195,40,Female,Bengaluru,Jayanagar,2025-11-23,Premium,College/Community
U01196,27,Male,Pune,Baner,2025-11-23,Basic,Instagram
U01197,36,Male,Chennai,Velachery,2025-06-04,Premium,Google
U01198,36,Male,Chennai,Anna Nagar,2025-01-10,Basic,Instagram
U01199,36,Female,Mumbai,Borivali,2025-12-19,Premium,College/Community
U01200,45,Male,Bengaluru,Electronic City,2025-07-02,Premium,YouTube
U01201,40,Female,Pune,Wakad,2026-03-31,Basic,Instagram
U01202,21,Male,Bengaluru,Marathahalli,2025-01-06,Pro,Instagram
U01203,37,Male,Bengaluru,Jayanagar,2025-11-29,Premium,Google
U01204,36,Male,Bengaluru,Koramangala,2025-11-29,Premium,Instagram
U01205,27,Male,Hyderabad,Gachibowli,2025-09-15,Premium,Referral
U01206,44,Male,Pune,Hinjewadi,2025-07-30,Basic,Referral
U01207,42,Male,Mumbai,Bandra,2025-02-20,Basic,Other
U01208,19,Female,Hyderabad,Gachibowli,2026-03-21,Basic,Other
U01209,21,Male,Bengaluru,HSR Layout,2026-01-12,Basic,Referral
U01210,41,Female,Chennai,OMR,2026-05-01,Basic,Instagram
U01211,23,Female,Hyderabad,Kondapur,2025-02-20,Premium,Google
U01212,24,Female,Hyderabad,Gachibowli,2025-06-03,Basic,Referral
U01213,33,Female,Bengaluru,Koramangala,2026-08-05,Pro,Referral
U01214,24,Male,Pune,Wakad,2025-11-06,Basic,Referral
U01215,35,Male,Mumbai,Andheri,2026-02-03,Basic,Other
U01216,37,Female,Bengaluru,Indiranagar,2025-05-14,Basic,College/Community
U01217,43,Female,Bengaluru,Indiranagar,2025-08-08,Basic,Instagram
U01218,43,Female,Mumbai,Bandra,2025-06-12,Pro,Google
U01219,39,Female,Mumbai,Thane,2026-07-23,Premium,College/Community
U01220,36,Female,Bengaluru,Koramangala,2026-05-17,Basic,College/Community
U01221,26,Male,Chennai,T Nagar,2025-04-25,Pro,Google
U01222,37,Female,Bengaluru,Jayanagar,2026-05-14,Premium,YouTube
U01223,27,Male,Hyderabad,Banjara Hills,2026-04-17,Basic,YouTube
U01224,30,Male,Chennai,T Nagar,2025-05-29,Premium,Referral
U01225,35,Male,Bengaluru,Marathahalli,2025-08-29,Premium,Instagram
U01226,33,Male,Mumbai,Andheri,2025-05-03,Basic,College/Community
U01227,39,Male,Bengaluru,Indiranagar,2025-03-10,Premium,YouTube
U01228,34,Female,Bengaluru,Jayanagar,2025-03-04,Basic,Instagram
U01229,39,Female,Chennai,Adyar,2025-01-16,Basic,YouTube
U01230,30,Female,Bengaluru,HSR Layout,2026-01-25,Basic,YouTube
U01231,29,Male,Chennai,Anna Nagar,2026-08-13,Pro,College/Community
U01232,27,Female,Bengaluru,Marathahalli,2025-09-15,Premium,Instagram
U01233,18,Male,Bengaluru,Indiranagar,2025-08-05,Basic,Other
U01234,25,Female,Bengaluru,Yelahanka,2026-04-24,Basic,Instagram
U01235,38,Male,Mumbai,Powai,2025-04-24,Basic,Referral
U01236,39,Male,Bengaluru,Jayanagar,2026-01-15,Premium,Referral
U01237,35,Female,Pune,Wakad,2025-08-25,Basic,Google
U01238,19,Female,Hyderabad,Gachibowli,2026-04-21,Premium,Referral
U01239,33,Male,Chennai,Velachery,2026-08-21,Pro,College/Community
U01240,29,Male,Bengaluru,HSR Layout,2025-05-09,Premium,Referral
U01241,26,Male,Pune,Kothrud,2026-05-25,Basic,Referral
U01242,20,Male,Pune,Viman Nagar,2025-06-14,Basic,Instagram
U01243,39,Female,Pune,Hinjewadi,2025-10-04,Basic,Instagram
U01244,43,Male,Pune,Kothrud,2025-09-14,Basic,Instagram
U01245,38,Male,Pune,Wakad,2025-05-12,Premium,Other
U01246,45,Male,Mumbai,Bandra,2026-07-24,Basic,YouTube
U01247,21,Male,Bengaluru,Jayanagar,2025-09-14,Basic,Other
U01248,43,Male,Bengaluru,Whitefield,2025-05-21,Premium,Instagram
U01249,19,Female,Chennai,Velachery,2025-07-28,Basic,YouTube
U01250,25,Male,Mumbai,Andheri,2026-06-03,Basic,Instagram
U01251,27,Male,Pune,Wakad,2025-02-20,Premium,YouTube
U01252,33,Male,Hyderabad,Kondapur,2026-05-18,Basic,Google
U01253,40,Male,Bengaluru,HSR Layout,2025-09-16,Premium,Instagram
U01254,28,Male,Bengaluru,Indiranagar,2025-06-27,Premium,Referral
U01255,35,Male,Mumbai,Andheri,2026-06-27,Premium,Google
U01256,39,Male,Hyderabad,Gachibowli,2025-12-22,Basic,Referral
U01257,31,Male,Bengaluru,HSR Layout,2025-11-14,Basic,Referral
U01258,25,Female,Hyderabad,Madhapur,2025-12-30,Basic,YouTube
U01259,40,Female,Bengaluru,HSR Layout,2025-02-24,Basic,Other
U01260,32,Female,Hyderabad,Gachibowli,2025-06-05,Pro,Google
U01261,34,Male,Bengaluru,Whitefield,2025-02-13,Premium,Google
U01262,38,Female,Pune,Kothrud,2026-08-16,Basic,College/Community
U01263,35,Female,Bengaluru,Indiranagar,2026-06-26,Pro,Referral
U01264,23,Female,Hyderabad,Gachibowli,2025-11-18,Premium,Instagram
U01265,40,Male,Bengaluru,Jayanagar,2025-01-14,Basic,College/Community
U01266,31,Male,Bengaluru,HSR Layout,2025-12-23,Basic,Instagram
U01267,40,Male,Bengaluru,Yelahanka,2026-04-28,Basic,Instagram
U01268,20,Male,Hyderabad,Banjara Hills,2025-12-25,Pro,Instagram
U01269,24,Male,Mumbai,Thane,2025-11-14,Basic,Instagram
U01270,32,Female,Bengaluru,Electronic City,2025-03-16,Premium,Instagram
U01271,38,Female,Mumbai,Borivali,2026-08-14,Basic,Instagram
U01272,41,Male,Pune,Viman Nagar,2025-07-13,Premium,Google
U01273,45,Male,Pune,Kothrud,2025-12-29,Basic,Google
U01274,33,Male,Bengaluru,Whitefield,2025-04-06,Pro,Instagram
U01275,33,Male,Hyderabad,Kukatpally,2025-02-09,Pro,Referral
U01276,25,Male,Bengaluru,HSR Layout,2026-02-01,Basic,Instagram
U01277,24,Male,Bengaluru,Electronic City,2025-04-17,Premium,Instagram
U01278,23,Male,Chennai,Velachery,2025-01-17,Premium,Google
U01279,19,Female,Bengaluru,Koramangala,2026-06-11,Pro,Google
U01280,39,Male,Hyderabad,Madhapur,2026-05-14,Basic,Google
U01281,30,Male,Mumbai,Bandra,2026-06-09,Basic,Google
U01282,29,Male,Mumbai,Thane,2025-02-12,Premium,Referral
U01283,32,Male,Hyderabad,Madhapur,2026-08-16,Premium,Referral
U01284,44,Male,Bengaluru,Whitefield,2025-12-16,Basic,Other
U01285,26,Female,Bengaluru,Jayanagar,2025-01-30,Premium,Referral
U01286,19,Male,Hyderabad,Kondapur,2026-03-17,Basic,Referral
U01287,34,Male,Bengaluru,Marathahalli,2026-06-26,Premium,Instagram
U01288,44,Female,Bengaluru,Yelahanka,2026-03-31,Basic,YouTube
U01289,22,Male,Bengaluru,Yelahanka,2025-04-04,Basic,Instagram
U01290,28,Male,Bengaluru,Whitefield,2025-10-22,Basic,Referral
U01291,39,Male,Bengaluru,Marathahalli,2026-07-03,Basic,Google
U01292,36,Female,Bengaluru,Whitefield,2025-03-30,Basic,Referral
U01293,41,Male,Hyderabad,Gachibowli,2026-05-18,Basic,College/Community
U01294,24,Male,Mumbai,Bandra,2025-08-02,Basic,Other
U01295,19,Female,Pune,Viman Nagar,2026-02-26,Basic,Instagram
U01296,33,Male,Bengaluru,Yelahanka,2026-06-10,Premium,Google
U01297,29,Male,Bengaluru,Indiranagar,2025-07-11,Basic,College/Community
U01298,40,Male,Bengaluru,Indiranagar,2025-08-12,Basic,Referral
U01299,32,Female,Mumbai,Borivali,2026-07-09,Premium,Google
U01300,18,Female,Mumbai,Thane,2026-01-22,Pro,YouTube
U01301,42,Female,Bengaluru,Koramangala,2026-04-19,Premium,Referral
U01302,30,Female,Chennai,Adyar,2025-07-22,Basic,Other
U01303,40,Female,Bengaluru,Whitefield,2026-03-23,Premium,Referral
U01304,23,Female,Hyderabad,Kukatpally,2025-03-09,Pro,Google
U01305,30,Female,Mumbai,Bandra,2025-04-02,Basic,Referral
U01306,35,Male,Pune,Hinjewadi,2025-06-27,Pro,College/Community
U01307,20,Female,Mumbai,Powai,2026-07-13,Basic,Referral
U01308,18,Male,Pune,Baner,2025-01-03,Basic,Referral
U01309,32,Male,Bengaluru,Yelahanka,2025-04-13,Basic,Other
U01310,43,Female,Pune,Wakad,2025-09-30,Premium,Referral
U01311,30,Male,Bengaluru,Indiranagar,2026-06-18,Basic,Google
U01312,22,Male,Chennai,Anna Nagar,2025-04-26,Basic,YouTube
U01313,42,Male,Hyderabad,Kukatpally,2026-04-09,Basic,Referral
U01314,30,Female,Pune,Wakad,2025-04-14,Basic,Instagram
U01315,39,Female,Hyderabad,Madhapur,2025-09-16,Basic,Google
U01316,22,Male,Mumbai,Powai,2025-11-04,Basic,YouTube
U01317,45,Male,Hyderabad,Kukatpally,2026-01-02,Basic,Referral
U01318,36,Male,Mumbai,Borivali,2025-10-29,Pro,YouTube
U01319,38,Male,Bengaluru,HSR Layout,2026-07-14,Basic,Google
U01320,41,Male,Bengaluru,Koramangala,2025-01-27,Basic,Other
U01321,45,Female,Bengaluru,Whitefield,2026-05-23,Basic,Google
U01322,35,Male,Bengaluru,Marathahalli,2026-06-11,Basic,Instagram
U01323,38,Male,Pune,Hinjewadi,2025-12-31,Basic,Google
U01324,39,Male,Bengaluru,Whitefield,2025-10-25,Basic,Referral
U01325,27,Male,Chennai,Velachery,2025-12-27,Premium,Google
U01326,41,Male,Bengaluru,Indiranagar,2026-05-19,Basic,Instagram
U01327,25,Male,Bengaluru,Jayanagar,2026-08-11,Basic,YouTube
U01328,32,Male,Pune,Kothrud,2025-01-30,Basic,Google
U01329,38,Female,Mumbai,Borivali,2026-03-15,Premium,Referral
U01330,42,Female,Hyderabad,Madhapur,2025-12-06,Premium,YouTube
U01331,37,Male,Hyderabad,Gachibowli,2025-05-06,Basic,YouTube
U01332,45,Male,Mumbai,Andheri,2026-08-19,Basic,Google
U01333,42,Female,Bengaluru,Koramangala,2026-07-20,Pro,Referral
U01334,44,Male,Chennai,Velachery,2026-01-01,Basic,Google
U01335,40,Female,Chennai,Adyar,2026-03-19,Basic,College/Community
U01336,39,Female,Mumbai,Powai,2025-09-20,Basic,College/Community
U01337,21,Male,Bengaluru,Electronic City,2025-08-10,Basic,Google
U01338,19,Female,Mumbai,Powai,2025-01-02,Pro,Instagram
U01339,41,Female,Bengaluru,Yelahanka,2026-01-29,Pro,Instagram
U01340,23,Male,Bengaluru,Indiranagar,2025-11-02,Premium,Google
U01341,45,Female,Bengaluru,Whitefield,2025-05-26,Basic,Referral
U01342,20,Male,Hyderabad,Madhapur,2026-06-14,Basic,Referral
U01343,24,Male,Pune,Baner,2026-06-12,Basic,Google
U01344,27,Female,Mumbai,Powai,2025-11-04,Pro,Referral
U01345,40,Female,Mumbai,Andheri,2025-12-06,Premium,Other
U01346,23,Female,Hyderabad,Kukatpally,2025-12-18,Basic,Referral
U01347,33,Male,Bengaluru,Indiranagar,2025-07-28,Basic,Instagram
U01348,19,Male,Bengaluru,Electronic City,2025-07-24,Basic,Referral
U01349,41,Male,Chennai,Velachery,2025-01-15,Pro,Referral
U01350,34,Male,Bengaluru,Marathahalli,2026-03-04,Basic,College/Community
U01351,30,Male,Pune,Baner,2026-04-21,Basic,Google
U01352,18,Male,Hyderabad,Kondapur,2025-10-25,Basic,Google
U01353,23,Male,Hyderabad,Kondapur,2026-07-11,Basic,Referral
U01354,22,Male,Mumbai,Powai,2025-04-04,Pro,Referral
U01355,42,Male,Hyderabad,Madhapur,2025-04-17,Pro,YouTube
U01356,30,Other,Pune,Wakad,2026-02-23,Pro,Instagram
U01357,45,Female,Chennai,OMR,2025-10-05,Premium,Referral
U01358,40,Male,Hyderabad,Madhapur,2025-05-08,Basic,Instagram
U01359,35,Female,Bengaluru,Indiranagar,2026-04-04,Basic,Google
U01360,29,Female,Hyderabad,Kukatpally,2025-02-07,Basic,Referral
U01361,24,Female,Chennai,T Nagar,2025-07-17,Premium,Instagram
U01362,32,Male,Bengaluru,Koramangala,2025-12-23,Basic,Google
U01363,20,Male,Mumbai,Thane,2025-01-07,Premium,YouTube
U01364,33,Female,Mumbai,Powai,2026-07-10,Basic,Referral
U01365,18,Male,Mumbai,Andheri,2025-11-28,Basic,Instagram
U01366,44,Female,Bengaluru,Jayanagar,2026-06-03,Premium,Referral
U01367,33,Female,Mumbai,Powai,2025-07-13,Pro,Instagram
U01368,41,Other,Chennai,T Nagar,2025-11-12,Basic,Google
U01369,29,Male,Bengaluru,Indiranagar,2025-01-01,Basic,Google
U01370,36,Male,Bengaluru,Indiranagar,2025-03-03,Pro,Instagram
U01371,44,Male,Chennai,T Nagar,2025-12-09,Premium,Other
U01372,25,Female,Bengaluru,Electronic City,2025-01-18,Basic,Instagram
U01373,40,Male,Pune,Viman Nagar,2026-01-06,Basic,YouTube
U01374,29,Male,Hyderabad,Gachibowli,2026-08-02,Basic,College/Community
U01375,32,Male,Bengaluru,Yelahanka,2026-07-25,Basic,Other
U01376,19,Male,Pune,Viman Nagar,2025-08-23,Premium,Google
U01377,34,Male,Hyderabad,Madhapur,2025-03-10,Basic,College/Community
U01378,24,Male,Hyderabad,Kondapur,2026-03-23,Basic,Other
U01379,30,Female,Bengaluru,Whitefield,2025-01-08,Basic,Instagram
U01380,18,Male,Hyderabad,Gachibowli,2026-04-07,Basic,Referral
U01381,23,Female,Bengaluru,Marathahalli,2025-11-07,Basic,Instagram
U01382,30,Female,Bengaluru,Koramangala,2025-05-14,Basic,Referral
U01383,28,Female,Chennai,Anna Nagar,2026-01-20,Basic,Referral
U01384,27,Female,Bengaluru,HSR Layout,2025-02-25,Basic,Instagram
U01385,33,Male,Mumbai,Borivali,2025-12-26,Basic,YouTube
U01386,44,Male,Bengaluru,Whitefield,2025-04-24,Basic,Instagram
U01387,43,Female,Pune,Viman Nagar,2025-03-29,Basic,College/Community
U01388,41,Male,Bengaluru,Koramangala,2025-05-18,Basic,Instagram
U01389,40,Male,Chennai,Anna Nagar,2025-04-18,Basic,Referral
U01390,37,Male,Hyderabad,Kukatpally,2026-05-15,Basic,Instagram
U01391,34,Female,Bengaluru,Koramangala,2026-06-19,Pro,Google
U01392,34,Male,Bengaluru,Whitefield,2025-05-24,Pro,YouTube
U01393,21,Male,Bengaluru,HSR Layout,2025-02-25,Basic,Google
U01394,22,Male,Hyderabad,Kukatpally,2025-01-06,Premium,Referral
U01395,45,Other,Bengaluru,Indiranagar,2026-06-26,Basic,College/Community
U01396,40,Male,Pune,Baner,2026-03-23,Basic,Instagram
U01397,31,Female,Hyderabad,Kukatpally,2026-01-20,Basic,College/Community
U01398,37,Female,Bengaluru,Koramangala,2025-11-03,Basic,Instagram
U01399,27,Female,Mumbai,Powai,2025-10-29,Basic,Instagram
U01400,31,Male,Mumbai,Borivali,2026-02-09,Premium,Instagram
U01401,45,Female,Bengaluru,Jayanagar,2026-07-16,Premium,Other
U01402,18,Male,Bengaluru,Yelahanka,2026-05-25,Basic,Instagram
U01403,28,Male,Bengaluru,Yelahanka,2025-03-14,Basic,College/Community
U01404,43,Female,Mumbai,Bandra,2026-07-18,Basic,Other
U01405,40,Female,Mumbai,Thane,2025-09-22,Basic,Google
U01406,35,Female,Hyderabad,Kondapur,2025-08-15,Pro,Referral
U01407,33,Female,Pune,Kothrud,2025-07-12,Premium,YouTube
U01408,44,Male,Pune,Wakad,2026-01-09,Pro,Google
U01409,35,Female,Hyderabad,Kondapur,2025-01-10,Premium,Instagram
U01410,25,Male,Pune,Baner,2025-10-29,Basic,Google
U01411,45,Female,Bengaluru,Marathahalli,2025-12-25,Basic,YouTube
U01412,27,Male,Bengaluru,Indiranagar,2025-02-21,Basic,YouTube
U01413,43,Male,Bengaluru,Koramangala,2025-04-09,Basic,Instagram
U01414,27,Male,Bengaluru,Whitefield,2026-08-16,Premium,Instagram
U01415,22,Male,Hyderabad,Gachibowli,2025-01-13,Basic,Other
U01416,27,Male,Chennai,Adyar,2026-01-25,Basic,Instagram
U01417,35,Male,Bengaluru,Yelahanka,2025-12-23,Premium,YouTube
U01418,38,Male,Bengaluru,Yelahanka,2025-01-11,Premium,Instagram
U01419,41,Male,Hyderabad,Kondapur,2025-03-22,Basic,College/Community
U01420,23,Male,Chennai,Velachery,2025-09-18,Premium,College/Community
U01421,20,Male,Bengaluru,Yelahanka,2025-01-06,Basic,Google
U01422,25,Male,Hyderabad,Gachibowli,2026-04-03,Basic,Instagram
U01423,26,Male,Bengaluru,Electronic City,2026-01-08,Basic,Referral
U01424,22,Female,Bengaluru,Marathahalli,2026-04-26,Basic,Google
U01425,19,Female,Chennai,T Nagar,2025-08-10,Basic,Google
U01426,19,Male,Chennai,Velachery,2025-03-22,Basic,Referral
U01427,24,Female,Bengaluru,Jayanagar,2026-05-30,Premium,Instagram
U01428,34,Female,Chennai,T Nagar,2025-03-01,Premium,Google
U01429,27,Male,Mumbai,Powai,2025-08-09,Basic,YouTube
U01430,29,Female,Pune,Hinjewadi,2025-12-15,Premium,Referral
U01431,19,Male,Hyderabad,Madhapur,2026-07-15,Basic,Google
U01432,27,Male,Hyderabad,Kukatpally,2025-08-16,Basic,Referral
U01433,37,Male,Hyderabad,Kondapur,2025-10-17,Premium,YouTube
U01434,18,Male,Mumbai,Powai,2025-10-20,Basic,Referral
U01435,21,Female,Bengaluru,Indiranagar,2025-07-12,Basic,Instagram
U01436,30,Male,Bengaluru,Koramangala,2026-04-19,Pro,Instagram
U01437,29,Male,Bengaluru,Electronic City,2025-09-14,Basic,College/Community
U01438,28,Male,Mumbai,Borivali,2026-05-21,Pro,College/Community
U01439,27,Female,Bengaluru,Koramangala,2026-01-23,Basic,YouTube
U01440,32,Female,Mumbai,Andheri,2026-02-02,Basic,Instagram
U01441,22,Female,Chennai,OMR,2026-01-01,Basic,Referral
U01442,42,Male,Bengaluru,Whitefield,2025-10-17,Basic,College/Community
U01443,34,Male,Mumbai,Powai,2025-11-05,Basic,Google
U01444,45,Male,Hyderabad,Kondapur,2025-10-05,Premium,Instagram
U01445,22,Male,Pune,Baner,2026-04-09,Basic,Referral
U01446,19,Male,Bengaluru,HSR Layout,2025-07-08,Basic,College/Community
U01447,26,Male,Mumbai,Thane,2025-06-27,Basic,Instagram
U01448,23,Female,Pune,Wakad,2026-06-12,Basic,Referral
U01449,35,Female,Chennai,Adyar,2026-01-10,Premium,Referral
U01450,31,Female,Mumbai,Bandra,2026-08-21,Premium,Referral
U01451,36,Male,Hyderabad,Gachibowli,2026-03-30,Pro,Referral
U01452,31,Male,Mumbai,Thane,2025-08-05,Basic,Referral
U01453,25,Male,Pune,Viman Nagar,2025-02-11,Basic,Instagram
U01454,34,Female,Hyderabad,Banjara Hills,2025-07-13,Basic,Instagram
U01455,45,Female,Bengaluru,Marathahalli,2025-11-23,Pro,Referral
U01456,20,Other,Chennai,Anna Nagar,2026-01-08,Premium,Instagram
U01457,27,Male,Mumbai,Powai,2026-04-10,Basic,Referral
U01458,34,Female,Mumbai,Borivali,2025-06-12,Basic,Referral
