booking_id,user_id,venue_id,booking_date,booking_time,sport,city,area,venue_name,court_type,duration_hours,players_count,booking_amount,discount,final_amount,payment_method,booking_status,cancellation_reason,booking_source,booking_lead_days,rating,booking_hour,month,day_type,weekday,is_cancelled
B008105,U01350,V045,2026-07-14,15:00:00,Cricket,Bengaluru,Indiranagar,Cricket Arena 045,Indoor,1,11,1750,52,1698,Card,Completed,,Website,10,4.6,15,July,Weekday,Tuesday,0
B008106,U03088,V078,2026-04-29,13:00:00,Cricket,Mumbai,Thane,Cricket Arena 078,Indoor,1,9,1450,0,1450,Card,Completed,,Website,11,4.4,13,April,Weekday,Wednesday,0
B008107,U02231,V049,2026-07-26,22:30:00,Football,Chennai,Velachery,Football Arena 049,Outdoor,1,9,1150,0,1150,Net Banking,Completed,,App,1,4.4,22,July,Weekend,Sunday,0
B008108,U04964,V020,2026-06-10,16:30:00,Badminton,Bengaluru,HSR Layout,Badminton Arena 020,Indoor,1,3,700,21,679,UPI,Completed,,App,2,3.6,16,June,Weekday,Wednesday,0
B008109,U01792,V053,2026-02-01,21:30:00,Badminton,Bengaluru,Electronic City,Badminton Arena 053,Outdoor,1,1,600,0,600,Card,Completed,,App,8,4.1,21,February,Weekend,Sunday,0
B008110,U03918,V017,2026-08-03,14:30:00,Cricket,Pune,Hinjewadi,Cricket Arena 017,Outdoor,2,12,4500,135,4365,UPI,Completed,,Website,5,4.8,14,August,Weekday,Monday,0
B008111,U04120,V008,2026-07-05,11:00:00,Tennis,Hyderabad,Gachibowli,Tennis Arena 008,Outdoor,1,1,650,52,598,Wallet,Completed,,App,2,3.4,11,July,Weekend,Sunday,0
B008112,U02284,V007,2026-05-06,17:30:00,Cricket,Bengaluru,Yelahanka,Cricket Arena 007,Indoor,1,11,1500,45,1455,Card,Completed,,App,13,5.0,17,May,Weekday,Wednesday,0
B008113,U02898,V037,2026-01-26,20:00:00,Basketball,Pune,Viman Nagar,Basketball Arena 037,Indoor,1,4,1100,33,1067,UPI,Completed,,App,10,3.2,20,January,Weekday,Monday,0
B008114,U01801,V100,2026-03-02,18:00:00,Football,Chennai,OMR,Football Arena 100,Indoor,1,10,1100,0,1100,Net Banking,Cancelled,Weather,App,10,,18,March,Weekday,Monday,1
B008115,U02551,V049,2026-04-22,18:00:00,Football,Chennai,Velachery,Football Arena 049,Outdoor,1,9,1150,0,1150,UPI,Completed,,App,10,4.3,18,April,Weekday,Wednesday,0
B008116,U04351,V068,2026-05-25,17:30:00,Badminton,Hyderabad,Madhapur,Badminton Arena 068,Indoor,1,1,700,0,700,UPI,Completed,,App,6,4.4,17,May,Weekday,Monday,0
B008117,U04473,V030,2026-07-20,18:00:00,Basketball,Bengaluru,Whitefield,Basketball Arena 030,Indoor,1,1,900,0,900,UPI,Completed,,App,14,3.5,18,July,Weekday,Monday,0
B008118,U04045,V052,2026-03-10,15:30:00,Badminton,Bengaluru,Electronic City,Badminton Arena 052,Indoor,1,3,850,0,850,Card,Completed,,App,1,2.6,15,March,Weekday,Tuesday,0
B008119,U03387,V054,2026-01-29,15:30:00,Badminton,Bengaluru,Jayanagar,Badminton Arena 054,Outdoor,1,3,450,0,450,UPI,Completed,,App,10,4.6,15,January,Weekday,Thursday,0
B008120,U01133,V052,2026-03-04,19:30:00,Badminton,Bengaluru,Electronic City,Badminton Arena 052,Indoor,1,2,850,0,850,UPI,Completed,,App,9,3.1,19,March,Weekday,Wednesday,0
B008121,U03347,V085,2026-05-14,19:00:00,Tennis,Hyderabad,Madhapur,Tennis Arena 085,Outdoor,2,4,1200,0,1200,Card,Completed,,App,10,4.4,19,May,Weekday,Thursday,0
B008122,U01342,V042,2026-08-27,10:30:00,Badminton,Bengaluru,Marathahalli,Badminton Arena 042,Outdoor,1,3,700,21,679,UPI,Completed,,Website,2,3.5,10,August,Weekday,Thursday,0
B008123,U02815,V027,2026-04-15,06:00:00,Badminton,Bengaluru,Electronic City,Badminton Arena 027,Indoor,1,2,550,16,534,UPI,Completed,,App,8,4.0,6,April,Weekday,Wednesday,0
B008124,U03317,V003,2026-07-06,18:30:00,Badminton,Bengaluru,Whitefield,Badminton Arena 003,Indoor,1,4,750,0,750,Card,Completed,,Website,12,4.2,18,July,Weekday,Monday,0
B008125,U00422,V095,2026-08-15,10:30:00,Football,Pune,Hinjewadi,Football Arena 095,Indoor,1,9,1450,0,1450,Card,Completed,,App,7,4.2,10,August,Weekend,Saturday,0
B008126,U00131,V016,2026-04-25,12:30:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 016,Indoor,1,2,400,12,388,UPI,Completed,,App,12,3.3,12,April,Weekend,Saturday,0
B008127,U04315,V077,2026-01-21,13:30:00,Table Tennis,Bengaluru,Yelahanka,Table Tennis Arena 077,Indoor,1,2,300,9,291,UPI,Completed,,App,8,5.0,13,January,Weekday,Wednesday,0
B008128,U01609,V071,2026-06-22,16:30:00,Badminton,Pune,Wakad,Badminton Arena 071,Indoor,1,3,650,0,650,Card,Completed,,App,9,4.5,16,June,Weekday,Monday,0
B008129,U00197,V075,2026-06-22,13:30:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 075,Outdoor,1,1,700,21,679,UPI,Completed,,App,13,3.8,13,June,Weekday,Monday,0
B008130,U04714,V098,2026-03-28,13:30:00,Badminton,Mumbai,Powai,Badminton Arena 098,Outdoor,1,1,600,18,582,UPI,Completed,,App,6,4.2,13,March,Weekend,Saturday,0
B008131,U01636,V042,2026-02-04,06:00:00,Badminton,Bengaluru,Marathahalli,Badminton Arena 042,Outdoor,1,3,700,56,644,UPI,Completed,,App,2,3.8,6,February,Weekday,Wednesday,0
B008132,U02744,V075,2026-02-21,19:30:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 075,Outdoor,1,1,700,21,679,UPI,Completed,,App,7,3.8,19,February,Weekend,Saturday,0
B008133,U04940,V096,2026-02-15,12:30:00,Tennis,Bengaluru,Marathahalli,Tennis Arena 096,Outdoor,1,4,650,20,630,Card,Completed,,App,1,4.0,12,February,Weekend,Sunday,0
B008134,U01395,V056,2026-07-13,17:00:00,Badminton,Hyderabad,Kondapur,Badminton Arena 056,Outdoor,1,2,750,0,750,Net Banking,Completed,,App,8,4.1,17,July,Weekday,Monday,0
B008135,U01119,V033,2026-02-26,15:30:00,Badminton,Bengaluru,Whitefield,Badminton Arena 033,Outdoor,1,4,650,0,650,Net Banking,Completed,,App,9,3.9,15,February,Weekday,Thursday,0
B008136,U02437,V029,2026-02-11,13:00:00,Football,Bengaluru,Marathahalli,Football Arena 029,Indoor,1,7,1500,0,1500,UPI,Completed,,App,3,4.7,13,February,Weekday,Wednesday,0
B008137,U01836,V095,2026-07-20,15:00:00,Football,Pune,Hinjewadi,Football Arena 095,Indoor,1,9,1450,0,1450,Card,Completed,,App,6,4.5,15,July,Weekday,Monday,0
B008138,U02563,V091,2026-03-18,14:30:00,Badminton,Pune,Kothrud,Badminton Arena 091,Indoor,1,2,700,0,700,Net Banking,Completed,,App,1,4.8,14,March,Weekday,Wednesday,0
B008139,U00047,V062,2026-08-23,16:00:00,Football,Hyderabad,Banjara Hills,Football Arena 062,Indoor,1,6,1500,45,1455,UPI,Completed,,App,14,4.1,16,August,Weekend,Sunday,0
B008140,U04847,V066,2026-04-08,18:00:00,Badminton,Bengaluru,Marathahalli,Badminton Arena 066,Outdoor,1,2,850,0,850,Card,Completed,,Website,3,4.4,18,April,Weekday,Wednesday,0
B008141,U01052,V008,2026-01-16,08:00:00,Tennis,Hyderabad,Gachibowli,Tennis Arena 008,Outdoor,1,2,650,0,650,UPI,Completed,,App,4,3.5,8,January,Weekday,Friday,0
B008142,U00687,V043,2026-05-13,13:00:00,Badminton,Bengaluru,Whitefield,Badminton Arena 043,Indoor,1,2,650,0,650,UPI,Completed,,App,13,4.2,13,May,Weekday,Wednesday,0
B008143,U01611,V047,2026-01-01,09:00:00,Badminton,Hyderabad,Kukatpally,Badminton Arena 047,Indoor,1,1,650,0,650,Card,Completed,,App,10,5.0,9,January,Weekday,Thursday,0
B008144,U02910,V012,2026-08-20,21:00:00,Badminton,Pune,Kothrud,Badminton Arena 012,Outdoor,2,2,1000,0,1000,Net Banking,Completed,,App,7,4.6,21,August,Weekday,Thursday,0
B008145,U00758,V084,2026-05-30,17:30:00,Table Tennis,Pune,Hinjewadi,Table Tennis Arena 084,Outdoor,1,2,300,0,300,UPI,Completed,,Website,13,4.6,17,May,Weekend,Saturday,0
B008146,U00054,V040,2026-02-17,19:00:00,Table Tennis,Bengaluru,Whitefield,Table Tennis Arena 040,Indoor,1,1,400,0,400,Card,Completed,,App,5,4.4,19,February,Weekday,Tuesday,0
B008147,U02131,V005,2026-08-26,14:30:00,Tennis,Hyderabad,Kondapur,Tennis Arena 005,Indoor,1,1,550,0,550,UPI,Completed,,App,4,3.8,14,August,Weekday,Wednesday,0
B008148,U01936,V056,2026-05-02,20:00:00,Badminton,Hyderabad,Kondapur,Badminton Arena 056,Outdoor,1,4,750,60,690,Net Banking,Completed,,App,8,4.3,20,May,Weekend,Saturday,0
B008149,U01889,V057,2026-01-26,17:30:00,Table Tennis,Bengaluru,Jayanagar,Table Tennis Arena 057,Outdoor,2,4,700,0,700,Card,Completed,,App,7,2.8,17,January,Weekday,Monday,0
B008150,U03639,V077,2026-02-03,16:30:00,Table Tennis,Bengaluru,Yelahanka,Table Tennis Arena 077,Indoor,1,3,300,0,300,UPI,Completed,,Website,2,4.7,16,February,Weekday,Tuesday,0
B008151,U02334,V001,2026-04-24,17:00:00,Cricket,Mumbai,Andheri,Cricket Arena 001,Indoor,1,7,2000,0,2000,UPI,Completed,,Website,7,4.2,17,April,Weekday,Friday,0
B008152,U02022,V033,2026-02-27,11:00:00,Badminton,Bengaluru,Whitefield,Badminton Arena 033,Outdoor,1,3,650,0,650,Card,Completed,,App,7,4.6,11,February,Weekday,Friday,0
B008153,U01604,V060,2026-08-01,15:30:00,Cricket,Mumbai,Bandra,Cricket Arena 060,Indoor,1,8,1800,0,1800,Card,Completed,,App,2,4.0,15,August,Weekend,Saturday,0
B008154,U00444,V073,2026-05-15,17:00:00,Table Tennis,Bengaluru,Electronic City,Table Tennis Arena 073,Outdoor,2,1,800,0,800,Net Banking,Completed,,App,12,4.4,17,May,Weekday,Friday,0
B008155,U03682,V034,2026-01-25,17:00:00,Badminton,Chennai,Adyar,Badminton Arena 034,Indoor,1,3,650,0,650,UPI,Completed,,Website,10,3.7,17,January,Weekend,Sunday,0
B008156,U01553,V072,2026-07-04,13:00:00,Cricket,Bengaluru,Indiranagar,Cricket Arena 072,Indoor,1,8,1500,0,1500,Card,Completed,,App,13,4.0,13,July,Weekend,Saturday,0
B008157,U04365,V033,2026-05-20,22:00:00,Badminton,Bengaluru,Whitefield,Badminton Arena 033,Outdoor,1,4,650,52,598,Net Banking,Completed,,App,12,3.5,22,May,Weekday,Wednesday,0
B008158,U00908,V100,2026-06-08,19:00:00,Football,Chennai,OMR,Football Arena 100,Indoor,1,12,1100,0,1100,UPI,Completed,,App,12,3.0,19,June,Weekday,Monday,0
B008159,U03452,V056,2026-08-27,17:30:00,Badminton,Hyderabad,Kondapur,Badminton Arena 056,Outdoor,1,2,750,0,750,Net Banking,Completed,,App,3,5.0,17,August,Weekday,Thursday,0
B008160,U01056,V076,2026-01-27,22:30:00,Badminton,Bengaluru,Indiranagar,Badminton Arena 076,Outdoor,1,4,550,0,550,UPI,Completed,,App,8,4.2,22,January,Weekday,Tuesday,0
B008161,U02141,V100,2026-03-27,16:30:00,Football,Chennai,OMR,Football Arena 100,Indoor,1,7,1100,0,1100,UPI,Cancelled,Weather,App,2,,16,March,Weekday,Friday,1
B008162,U02850,V083,2026-06-11,21:30:00,Badminton,Mumbai,Andheri,Badminton Arena 083,Indoor,1,2,500,0,500,UPI,Completed,,App,12,4.7,21,June,Weekday,Thursday,0
B008163,U00595,V021,2026-04-28,18:30:00,Basketball,Pune,Viman Nagar,Basketball Arena 021,Outdoor,1,4,1150,0,1150,UPI,Completed,,App,2,3.9,18,April,Weekday,Tuesday,0
B008164,U01540,V097,2026-03-22,13:30:00,Cricket,Bengaluru,HSR Layout,Cricket Arena 097,Indoor,1,12,1650,132,1518,Card,Completed,,App,11,5.0,13,March,Weekend,Sunday,0
B008165,U00154,V068,2026-03-16,16:00:00,Badminton,Hyderabad,Madhapur,Badminton Arena 068,Indoor,1,1,700,0,700,Card,Completed,,App,10,4.4,16,March,Weekday,Monday,0
B008166,U01618,V004,2026-04-03,14:00:00,Table Tennis,Hyderabad,Madhapur,Table Tennis Arena 004,Outdoor,1,4,400,0,400,UPI,Completed,,Website,13,4.9,14,April,Weekday,Friday,0
B008167,U00418,V049,2026-02-03,18:30:00,Football,Chennai,Velachery,Football Arena 049,Outdoor,1,10,1150,0,1150,Card,Completed,,App,10,4.1,18,February,Weekday,Tuesday,0
B008168,U04349,V011,2026-04-25,19:30:00,Cricket,Bengaluru,Whitefield,Cricket Arena 011,Outdoor,1,11,1750,0,1750,UPI,Completed,,App,4,3.9,19,April,Weekend,Saturday,0
B008169,U02207,V090,2026-06-14,18:00:00,Badminton,Bengaluru,HSR Layout,Badminton Arena 090,Outdoor,1,1,600,0,600,UPI,Completed,,App,3,4.7,18,June,Weekend,Sunday,0
B008170,U04408,V005,2026-07-05,17:00:00,Tennis,Hyderabad,Kondapur,Tennis Arena 005,Indoor,1,2,550,0,550,Card,Completed,,App,13,4.3,17,July,Weekend,Sunday,0
B008171,U03864,V060,2026-04-23,16:00:00,Cricket,Mumbai,Bandra,Cricket Arena 060,Indoor,1,8,1800,0,1800,UPI,Cancelled,Personal,App,6,,16,April,Weekday,Thursday,1
B008172,U04677,V030,2026-04-22,22:00:00,Basketball,Bengaluru,Whitefield,Basketball Arena 030,Indoor,1,1,900,0,900,Wallet,Cancelled,Price,App,7,,22,April,Weekday,Wednesday,1
B008173,U04531,V066,2026-03-01,07:30:00,Badminton,Bengaluru,Marathahalli,Badminton Arena 066,Outdoor,1,2,850,0,850,UPI,Completed,,App,3,4.2,7,March,Weekend,Sunday,0
B008174,U04033,V088,2026-01-26,11:30:00,Badminton,Chennai,Adyar,Badminton Arena 088,Outdoor,1,1,650,0,650,UPI,Completed,,App,12,3.8,11,January,Weekday,Monday,0
B008175,U03426,V016,2026-08-25,17:30:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 016,Indoor,1,3,400,60,340,Net Banking,Completed,,App,6,2.8,17,August,Weekday,Tuesday,0
B008176,U01006,V082,2026-05-06,19:00:00,Cricket,Hyderabad,Kondapur,Cricket Arena 082,Indoor,1,9,2050,0,2050,Card,Completed,,App,1,2.9,19,May,Weekday,Wednesday,0
B008177,U04361,V076,2026-06-22,21:00:00,Badminton,Bengaluru,Indiranagar,Badminton Arena 076,Outdoor,1,3,550,16,534,UPI,Completed,,App,3,3.3,21,June,Weekday,Monday,0
B008178,U01032,V090,2026-02-14,16:30:00,Badminton,Bengaluru,HSR Layout,Badminton Arena 090,Outdoor,1,2,600,0,600,UPI,Completed,,App,4,4.3,16,February,Weekend,Saturday,0
B008179,U01018,V012,2026-02-01,14:00:00,Badminton,Pune,Kothrud,Badminton Arena 012,Outdoor,1,3,500,15,485,UPI,Completed,,App,2,4.5,14,February,Weekend,Sunday,0
B008180,U02980,V026,2026-08-17,20:30:00,Badminton,Hyderabad,Banjara Hills,Badminton Arena 026,Outdoor,1,2,750,0,750,Wallet,Completed,,App,13,4.0,20,August,Weekday,Monday,0
B008181,U03677,V068,2026-07-16,16:30:00,Badminton,Hyderabad,Madhapur,Badminton Arena 068,Indoor,1,4,700,0,700,Card,Completed,,App,3,4.8,16,July,Weekday,Thursday,0
B008182,U04835,V027,2026-07-31,11:30:00,Badminton,Bengaluru,Electronic City,Badminton Arena 027,Indoor,1,3,550,16,534,Card,Completed,,App,7,4.6,11,July,Weekday,Friday,0
B008183,U00440,V053,2026-08-31,17:00:00,Badminton,Bengaluru,Electronic City,Badminton Arena 053,Outdoor,1,1,600,0,600,Net Banking,Completed,,App,14,4.3,17,August,Weekday,Monday,0
B008184,U01838,V087,2026-03-12,17:30:00,Table Tennis,Chennai,Anna Nagar,Table Tennis Arena 087,Outdoor,1,1,400,0,400,Net Banking,Completed,,App,13,5.0,17,March,Weekday,Thursday,0
B008185,U03210,V085,2026-08-23,14:30:00,Tennis,Hyderabad,Madhapur,Tennis Arena 085,Outdoor,1,4,600,18,582,UPI,Completed,,App,6,5.0,14,August,Weekend,Sunday,0
B008186,U04938,V048,2026-01-23,12:30:00,Badminton,Bengaluru,Yelahanka,Badminton Arena 048,Indoor,1,2,600,0,600,Card,Completed,,App,6,5.0,12,January,Weekday,Friday,0
B008187,U00895,V037,2026-07-12,12:00:00,Basketball,Pune,Viman Nagar,Basketball Arena 037,Indoor,1,4,1100,0,1100,Wallet,Completed,,App,2,3.9,12,July,Weekend,Sunday,0
B008188,U00651,V098,2026-06-16,19:30:00,Badminton,Mumbai,Powai,Badminton Arena 098,Outdoor,1,3,600,0,600,UPI,Completed,,App,7,4.6,19,June,Weekday,Tuesday,0
B008189,U02568,V045,2026-07-14,16:30:00,Cricket,Bengaluru,Indiranagar,Cricket Arena 045,Indoor,1,10,1750,0,1750,UPI,Completed,,Website,7,4.8,16,July,Weekday,Tuesday,0
B008190,U01092,V075,2026-06-22,18:00:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 075,Outdoor,1,4,700,56,644,UPI,Completed,,App,12,3.6,18,June,Weekday,Monday,0
B008191,U02037,V003,2026-07-14,21:00:00,Badminton,Bengaluru,Whitefield,Badminton Arena 003,Indoor,1,4,750,0,750,Card,Completed,,App,12,4.3,21,July,Weekday,Tuesday,0
B008192,U04242,V006,2026-03-04,19:30:00,Badminton,Hyderabad,Kukatpally,Badminton Arena 006,Outdoor,1,3,650,0,650,Card,Cancelled,Personal,App,8,,19,March,Weekday,Wednesday,1
B008193,U04480,V078,2026-03-11,12:00:00,Cricket,Mumbai,Thane,Cricket Arena 078,Indoor,1,12,1450,44,1406,UPI,Completed,,App,2,4.9,12,March,Weekday,Wednesday,0
B008194,U02516,V006,2026-08-11,16:30:00,Badminton,Hyderabad,Kukatpally,Badminton Arena 006,Outdoor,1,2,650,0,650,Net Banking,Completed,,App,5,3.4,16,August,Weekday,Tuesday,0
B008195,U04986,V077,2026-02-23,16:00:00,Table Tennis,Bengaluru,Yelahanka,Table Tennis Arena 077,Indoor,1,2,300,0,300,Card,Completed,,App,6,4.8,16,February,Weekday,Monday,0
B008196,U02563,V029,2026-01-27,18:00:00,Football,Bengaluru,Marathahalli,Football Arena 029,Indoor,2,7,3000,0,3000,Card,Completed,,App,3,4.8,18,January,Weekday,Tuesday,0
B008197,U01423,V033,2026-04-03,21:00:00,Badminton,Bengaluru,Whitefield,Badminton Arena 033,Outdoor,1,4,650,0,650,Wallet,Completed,,App,13,4.4,21,April,Weekday,Friday,0
B008198,U04216,V017,2026-03-20,14:00:00,Cricket,Pune,Hinjewadi,Cricket Arena 017,Outdoor,1,8,2250,0,2250,UPI,Completed,,App,8,4.5,14,March,Weekday,Friday,0
B008199,U03784,V057,2026-02-05,20:30:00,Table Tennis,Bengaluru,Jayanagar,Table Tennis Arena 057,Outdoor,1,3,350,0,350,UPI,Completed,,App,12,3.7,20,February,Weekday,Thursday,0
B008200,U02798,V011,2026-05-13,09:30:00,Cricket,Bengaluru,Whitefield,Cricket Arena 011,Outdoor,1,11,1750,0,1750,UPI,Completed,,App,3,3.5,9,May,Weekday,Wednesday,0
B008201,U00055,V066,2026-07-14,20:30:00,Badminton,Bengaluru,Marathahalli,Badminton Arena 066,Outdoor,1,4,850,0,850,Wallet,Completed,,App,8,4.2,20,July,Weekday,Tuesday,0
B008202,U01094,V034,2026-06-28,18:00:00,Badminton,Chennai,Adyar,Badminton Arena 034,Indoor,1,4,650,0,650,Wallet,Cancelled,Price,App,4,,18,June,Weekend,Sunday,1
B008203,U01913,V095,2026-08-05,07:30:00,Football,Pune,Hinjewadi,Football Arena 095,Indoor,1,7,1450,0,1450,Card,Completed,,App,14,5.0,7,August,Weekday,Wednesday,0
B008204,U01518,V016,2026-02-01,17:00:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 016,Indoor,1,2,400,0,400,UPI,Completed,,App,10,3.5,17,February,Weekend,Sunday,0
B008205,U00356,V041,2026-05-29,21:30:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 041,Outdoor,1,3,450,0,450,UPI,Completed,,App,12,3.9,21,May,Weekday,Friday,0
B008206,U04870,V037,2026-08-28,16:00:00,Basketball,Pune,Viman Nagar,Basketball Arena 037,Indoor,1,2,1100,0,1100,Card,Completed,,App,3,3.7,16,August,Weekday,Friday,0
B008207,U03010,V022,2026-01-17,11:30:00,Table Tennis,Bengaluru,Electronic City,Table Tennis Arena 022,Indoor,2,1,600,0,600,UPI,Completed,,App,14,4.4,11,January,Weekend,Saturday,0
B008208,U01261,V046,2026-07-20,22:00:00,Table Tennis,Bengaluru,Jayanagar,Table Tennis Arena 046,Outdoor,1,1,350,0,350,Wallet,Completed,,App,10,3.1,22,July,Weekday,Monday,0
B008209,U02266,V035,2026-06-03,16:00:00,Badminton,Mumbai,Powai,Badminton Arena 035,Indoor,1,2,450,36,414,Card,Completed,,App,1,4.6,16,June,Weekday,Wednesday,0
B008210,U00724,V007,2026-01-22,17:00:00,Cricket,Bengaluru,Yelahanka,Cricket Arena 007,Indoor,1,12,1500,225,1275,UPI,Completed,,App,5,4.8,17,January,Weekday,Thursday,0
B008211,U01294,V050,2026-02-10,21:00:00,Badminton,Bengaluru,Indiranagar,Badminton Arena 050,Outdoor,1,4,500,0,500,Card,Completed,,App,4,4.1,21,February,Weekday,Tuesday,0
B008212,U03390,V015,2026-08-26,17:30:00,Table Tennis,Bengaluru,Indiranagar,Table Tennis Arena 015,Outdoor,1,4,400,0,400,UPI,Completed,,Website,4,4.5,17,August,Weekday,Wednesday,0
B008213,U04360,V004,2026-02-28,18:00:00,Table Tennis,Hyderabad,Madhapur,Table Tennis Arena 004,Outdoor,1,3,400,0,400,UPI,Completed,,App,9,4.9,18,February,Weekend,Saturday,0
B008214,U03717,V088,2026-08-03,18:30:00,Badminton,Chennai,Adyar,Badminton Arena 088,Outdoor,1,1,650,0,650,UPI,Completed,,App,10,4.0,18,August,Weekday,Monday,0
B008215,U04440,V013,2026-03-16,18:00:00,Badminton,Bengaluru,Electronic City,Badminton Arena 013,Indoor,1,2,950,0,950,Card,Completed,,Website,5,3.7,18,March,Weekday,Monday,0
B008216,U03881,V029,2026-05-02,19:30:00,Football,Bengaluru,Marathahalli,Football Arena 029,Indoor,1,7,1500,0,1500,UPI,Completed,,App,2,4.4,19,May,Weekend,Saturday,0
B008217,U01501,V050,2026-01-10,09:30:00,Badminton,Bengaluru,Indiranagar,Badminton Arena 050,Outdoor,1,2,500,0,500,Card,Completed,,App,11,3.6,9,January,Weekend,Saturday,0
B008218,U04617,V016,2026-03-28,21:00:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 016,Indoor,2,1,800,24,776,Card,Completed,,App,14,3.8,21,March,Weekend,Saturday,0
B008219,U01066,V001,2026-01-05,17:00:00,Cricket,Mumbai,Andheri,Cricket Arena 001,Indoor,1,8,2000,300,1700,Wallet,Completed,,App,10,4.0,17,January,Weekday,Monday,0
B008220,U01838,V034,2026-02-24,17:00:00,Badminton,Chennai,Adyar,Badminton Arena 034,Indoor,1,1,650,0,650,Net Banking,Completed,,App,14,4.1,17,February,Weekday,Tuesday,0
B008221,U00432,V098,2026-01-26,19:30:00,Badminton,Mumbai,Powai,Badminton Arena 098,Outdoor,1,1,600,0,600,UPI,Completed,,App,1,4.8,19,January,Weekday,Monday,0
B008222,U01820,V080,2026-01-04,15:30:00,Tennis,Mumbai,Borivali,Tennis Arena 080,Indoor,1,1,800,0,800,Card,Completed,,App,4,3.6,15,January,Weekend,Sunday,0
B008223,U02378,V096,2026-04-17,18:30:00,Tennis,Bengaluru,Marathahalli,Tennis Arena 096,Outdoor,1,2,650,20,630,Card,Completed,,App,3,3.5,18,April,Weekday,Friday,0
B008224,U04372,V033,2026-01-27,15:30:00,Badminton,Bengaluru,Whitefield,Badminton Arena 033,Outdoor,1,4,650,0,650,UPI,Completed,,App,7,4.1,15,January,Weekday,Tuesday,0
B008225,U01446,V015,2026-08-18,19:30:00,Table Tennis,Bengaluru,Indiranagar,Table Tennis Arena 015,Outdoor,1,4,400,0,400,UPI,Completed,,App,10,4.3,19,August,Weekday,Tuesday,0
B008226,U04823,V081,2026-08-14,16:00:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 081,Outdoor,1,1,800,0,800,UPI,Completed,,App,11,5.0,16,August,Weekday,Friday,0
B008227,U01904,V058,2026-05-06,13:30:00,Cricket,Pune,Hinjewadi,Cricket Arena 058,Indoor,1,9,1850,0,1850,UPI,Completed,,App,7,4.9,13,May,Weekday,Wednesday,0
B008228,U01916,V081,2026-07-05,20:00:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 081,Outdoor,1,3,800,64,736,Card,Completed,,App,5,5.0,20,July,Weekend,Sunday,0
B008229,U01943,V035,2026-01-03,18:00:00,Badminton,Mumbai,Powai,Badminton Arena 035,Indoor,1,3,450,0,450,UPI,Cancelled,Weather,App,7,,18,January,Weekend,Saturday,1
B008230,U03122,V053,2026-02-19,06:00:00,Badminton,Bengaluru,Electronic City,Badminton Arena 053,Outdoor,1,4,600,0,600,Card,Completed,,App,11,3.5,6,February,Weekday,Thursday,0
B008231,U02181,V029,2026-08-12,09:00:00,Football,Bengaluru,Marathahalli,Football Arena 029,Indoor,2,10,3000,0,3000,Net Banking,Completed,,App,14,4.3,9,August,Weekday,Wednesday,0
B008232,U04796,V076,2026-05-05,15:00:00,Badminton,Bengaluru,Indiranagar,Badminton Arena 076,Outdoor,1,3,550,0,550,UPI,Completed,,App,9,3.5,15,May,Weekday,Tuesday,0
B008233,U00585,V058,2026-01-26,19:00:00,Cricket,Pune,Hinjewadi,Cricket Arena 058,Indoor,2,9,3700,0,3700,Card,Completed,,App,6,4.6,19,January,Weekday,Monday,0
B008234,U02859,V077,2026-05-26,14:00:00,Table Tennis,Bengaluru,Yelahanka,Table Tennis Arena 077,Indoor,1,4,300,0,300,UPI,Completed,,App,10,4.6,14,May,Weekday,Tuesday,0
B008235,U03966,V021,2026-05-15,22:00:00,Basketball,Pune,Viman Nagar,Basketball Arena 021,Outdoor,1,1,1150,0,1150,Card,Cancelled,Weather,App,1,,22,May,Weekday,Friday,1
B008236,U02153,V039,2026-04-27,21:00:00,Badminton,Hyderabad,Madhapur,Badminton Arena 039,Outdoor,1,1,650,0,650,UPI,Cancelled,Venue Issue,App,3,,21,April,Weekday,Monday,1
B008237,U00292,V001,2026-02-14,20:30:00,Cricket,Mumbai,Andheri,Cricket Arena 001,Indoor,2,7,4000,0,4000,UPI,Completed,,App,2,4.4,20,February,Weekend,Saturday,0
B008238,U01316,V049,2026-05-21,06:00:00,Football,Chennai,Velachery,Football Arena 049,Outdoor,1,8,1150,0,1150,Wallet,Completed,,App,9,4.3,6,May,Weekday,Thursday,0
B008239,U04093,V077,2026-01-06,21:30:00,Table Tennis,Bengaluru,Yelahanka,Table Tennis Arena 077,Indoor,1,1,300,24,276,UPI,Completed,,App,10,4.7,21,January,Weekday,Tuesday,0
B008240,U04208,V043,2026-06-12,17:00:00,Badminton,Bengaluru,Whitefield,Badminton Arena 043,Indoor,1,3,650,20,630,Card,Completed,,App,13,4.6,17,June,Weekday,Friday,0
B008241,U01069,V088,2026-08-11,17:00:00,Badminton,Chennai,Adyar,Badminton Arena 088,Outdoor,1,3,650,0,650,Wallet,Completed,,App,10,4.1,17,August,Weekday,Tuesday,0
