booking_id,cancellation_time,cancellation_reason,final_amount
B007057,2026-02-12 20:30:00,Price,500
B007065,2026-01-23 14:30:00,Weather,1200
B007069,2026-05-09 00:00:00,Personal,1200
B007072,2026-03-06 04:30:00,Personal,900
B007079,2026-02-03 03:00:00,Weather,800
B007086,2026-08-22 19:00:00,Personal,900
B007117,2026-05-12 23:30:00,Price,800
B007119,2026-06-13 03:30:00,Personal,1450
B007126,2026-03-08 03:30:00,Other,700
B007140,2026-04-17 03:00:00,Price,400
B007156,2026-05-09 17:30:00,Personal,600
B007165,2026-08-24 20:30:00,Price,1500
B007183,2026-07-03 18:30:00,Price,1940
B007195,2026-03-16 15:00:00,Weather,650
B007217,2026-04-01 02:00:00,Price,650
B007222,2026-05-10 04:30:00,Weather,1200
B007235,2026-06-04 05:00:00,Personal,450
B007248,2026-07-30 20:30:00,Weather,300
B007264,2026-01-03 13:30:00,Venue Issue,400
B007269,2026-03-22 05:30:00,Personal,400
B007279,2026-04-05 17:30:00,Personal,950
B007294,2026-01-30 09:00:00,Price,550
B007325,2026-02-13 03:00:00,Personal,2050
B007334,2026-03-10 15:30:00,Personal,1200
B007342,2026-07-13 07:00:00,Price,873
B007360,2026-03-18 22:00:00,Personal,600
B007373,2026-03-30 03:30:00,Personal,650
B007389,2026-07-20 16:30:00,Venue Issue,1500
B007411,2026-02-19 23:00:00,Other,450
B007453,2026-08-14 10:00:00,Price,3000
B007459,2026-03-28 07:00:00,Venue Issue,1988
B007467,2026-03-24 14:00:00,Personal,630
B007487,2026-06-21 09:00:00,Price,552
B007503,2026-07-01 12:00:00,Weather,450
B007513,2026-06-29 22:30:00,Price,1455
B007522,2026-07-21 15:00:00,Price,1406
B007552,2026-04-29 14:30:00,Price,2100
B007566,2026-02-17 18:00:00,Other,650
B007581,2026-06-17 07:00:00,Personal,600
B007586,2026-01-07 03:00:00,Other,1380
B007588,2026-02-22 15:00:00,Personal,630
B007609,2026-07-12 11:30:00,Venue Issue,600
B007617,2026-06-20 21:30:00,Personal,750
B007625,2026-01-01 13:30:00,Other,485
B007632,2026-07-06 22:30:00,Personal,644
B007635,2026-04-08 05:00:00,Weather,700
B007638,2026-08-29 18:00:00,Personal,650
B007642,2026-02-09 12:30:00,Personal,1400
B007643,2026-06-27 03:30:00,Price,650
B007647,2026-01-02 16:30:00,Weather,1445
B007650,2026-04-21 11:00:00,Weather,450
B007653,2026-01-23 04:00:00,Weather,291
B007655,2026-02-26 07:30:00,Weather,300
B007656,2026-01-08 15:00:00,Price,600
B007657,2026-04-25 07:30:00,Weather,1500
B007672,2026-03-26 07:30:00,Price,750
B007674,2026-03-28 16:00:00,Other,700
B007676,2026-03-11 08:00:00,Venue Issue,650
B007680,2026-06-21 07:00:00,Personal,600
B007687,2026-06-16 06:30:00,Weather,350
B007697,2026-02-18 10:30:00,Price,388
B007698,2026-01-14 20:00:00,Venue Issue,550
B007713,2026-05-30 05:30:00,Venue Issue,950
B007742,2026-05-18 08:30:00,Venue Issue,1500
B007754,2026-05-11 03:00:00,Personal,1275
B007784,2026-06-01 10:30:00,Personal,650
B007809,2026-04-28 06:00:00,Price,436
B007813,2026-02-27 14:30:00,Weather,450
B007824,2026-04-26 04:00:00,Personal,750
B007843,2026-07-19 22:30:00,Weather,400
B007881,2026-07-26 07:00:00,Price,2100
B007924,2026-07-10 12:00:00,Price,700
B007943,2026-02-07 20:00:00,Price,450
B007954,2026-06-17 03:30:00,Weather,800
B007962,2026-05-05 16:00:00,Personal,1850
B007992,2026-01-08 01:00:00,Venue Issue,750
B008002,2026-08-14 15:00:00,Weather,450
B008012,2026-03-26 03:30:00,Price,400
B008014,2026-03-21 15:30:00,Venue Issue,2910
B008024,2026-05-14 06:00:00,Venue Issue,400
B008067,2026-01-26 01:00:00,Venue Issue,950
B008076,2026-08-05 11:30:00,Personal,950
B008097,2026-06-12 18:00:00,Price,1750
B008114,2026-03-02 00:00:00,Weather,1100
B008161,2026-03-27 05:30:00,Weather,1100
B008171,2026-04-23 09:00:00,Personal,1800
B008172,2026-04-22 06:00:00,Price,900
B008192,2026-03-03 15:30:00,Personal,650
B008202,2026-06-28 16:00:00,Price,650
B008229,2026-01-02 07:00:00,Weather,450
B008235,2026-05-15 09:00:00,Weather,1150
B008236,2026-04-26 11:00:00,Venue Issue,650
B008249,2026-02-28 18:00:00,Weather,550
B008262,2026-06-13 12:00:00,Price,1164
B008281,2026-08-18 13:30:00,Personal,400
B008285,2026-06-05 07:30:00,Weather,1750
B008293,2026-07-04 19:30:00,Personal,414
B008296,2026-08-04 09:00:00,Weather,500
B008303,2026-05-15 13:30:00,Weather,900
B008321,2026-08-25 11:00:00,Price,500
B008323,2026-08-14 23:00:00,Personal,2050
B008326,2026-05-22 08:00:00,Personal,1000
B008328,2026-06-27 03:00:00,Price,388
B008348,2026-02-24 09:30:00,Weather,1500
B008352,2026-02-02 19:30:00,Weather,1150
B008361,2026-08-19 16:30:00,Price,650
B008386,2026-07-03 01:00:00,Personal,1800
B008392,2025-12-31 19:00:00,Other,679
B008394,2026-04-02 21:30:00,Weather,650
B008398,2026-01-09 15:30:00,Personal,650
B008411,2026-02-10 14:00:00,Weather,1794
B008417,2025-12-31 04:00:00,Weather,650
B008462,2026-04-26 06:00:00,Venue Issue,900
B008485,2026-03-21 01:00:00,Personal,1500
B008486,2026-02-13 18:00:00,Personal,950
B008505,2026-01-24 02:30:00,Weather,1058
B008519,2026-01-25 07:00:00,Other,1200
B008522,2026-05-16 10:30:00,Price,1450
B008528,2026-01-06 22:30:00,Weather,650
B008537,2026-03-31 21:30:00,Other,4000
B008541,2026-08-06 01:30:00,Weather,700
B008542,2026-03-17 01:30:00,Price,650
B008550,2026-08-06 18:00:00,Price,4000
B008556,2026-07-29 07:00:00,Personal,850
B008559,2026-08-06 14:30:00,Weather,1500
B008567,2026-06-09 01:00:00,Personal,900
B008586,2026-05-30 12:00:00,Price,3000
B008588,2026-03-08 09:00:00,Venue Issue,350
B008592,2026-08-16 22:00:00,Price,1400
B008595,2026-04-11 02:30:00,Personal,1380
B008602,2026-03-20 01:30:00,Weather,650
B008606,2026-03-18 01:00:00,Weather,400
B008608,2026-02-28 11:00:00,Weather,400
B008616,2026-01-07 01:30:00,Personal,450
B008640,2026-02-04 18:30:00,Weather,291
B008652,2026-03-20 23:30:00,Personal,679
B008671,2026-08-12 19:00:00,Other,300
B008708,2026-06-15 14:30:00,Personal,1200
B008711,2026-03-02 14:00:00,Personal,750
B008721,2026-04-22 15:00:00,Venue Issue,400
B008724,2026-04-17 18:00:00,Price,850
B008732,2026-03-04 02:00:00,Venue Issue,1334
B008745,2026-05-09 11:00:00,Personal,700
B008754,2026-07-13 06:00:00,Weather,1455
B008769,2026-01-14 19:00:00,Price,600
B008828,2026-05-25 07:00:00,Price,1500
B008859,2026-05-01 21:00:00,Price,1067
B008887,2026-01-15 05:00:00,Venue Issue,700
B008890,2026-01-15 02:30:00,Price,750
B008902,2026-02-13 06:30:00,Weather,400
B008905,2026-08-13 19:30:00,Personal,950
B008915,2026-07-24 20:00:00,Venue Issue,1500
B008924,2026-02-27 11:30:00,Weather,850
B008927,2026-04-10 23:00:00,Price,1450
B008928,2026-06-06 03:00:00,Price,650
B008939,2026-06-24 13:00:00,Weather,650
B008940,2026-04-19 10:30:00,Other,600
B008965,2026-02-21 08:00:00,Personal,950
B008969,2026-04-08 15:00:00,Venue Issue,650
B008980,2026-01-24 06:30:00,Personal,750
B008987,2026-07-09 16:00:00,Weather,1261
B009001,2026-05-15 03:00:00,Personal,800
B009004,2026-08-01 00:30:00,Personal,400
B009008,2026-02-26 18:30:00,Personal,598
B009028,2026-03-21 13:00:00,Other,450
B009101,2026-02-19 07:30:00,Other,700
B009103,2026-01-30 11:30:00,Venue Issue,900
B009115,2026-06-10 01:30:00,Venue Issue,1850
B009117,2026-05-12 14:30:00,Price,650
B009131,2026-07-07 06:30:00,Weather,1850
B009153,2026-04-07 19:00:00,Other,650
B009161,2026-02-01 00:00:00,Price,679
B009176,2026-02-25 19:30:00,Personal,1200
B009179,2026-01-01 18:30:00,Personal,2250
B009180,2026-07-03 03:30:00,Price,2100
B009187,2026-08-08 14:30:00,Personal,750
B009198,2026-08-04 01:00:00,Price,650
B009222,2026-08-13 19:30:00,Venue Issue,450
B009238,2026-04-12 05:00:00,Price,650
B009250,2026-03-18 01:30:00,Price,2182
B009254,2026-06-29 05:30:00,Personal,550
B009273,2026-04-29 11:00:00,Weather,1275
B009344,2026-07-08 04:00:00,Personal,850
B009351,2026-06-18 13:00:00,Price,650
B009352,2026-01-30 04:30:00,Weather,1700
B009363,2026-02-05 03:00:00,Personal,679
B009368,2026-06-18 15:30:00,Weather,1750
B009382,2026-07-26 02:00:00,Weather,2100
B009390,2026-07-16 18:30:00,Weather,750
B009397,2026-07-12 10:30:00,Personal,1150
B009412,2026-01-01 03:30:00,Venue Issue,450
B009427,2026-08-06 10:30:00,Personal,700
B009430,2026-03-21 03:30:00,Other,1455
B009445,2026-08-02 12:30:00,Other,550
B009454,2026-03-19 20:00:00,Personal,700
B009465,2026-02-03 12:00:00,Price,400
B009471,2026-06-10 02:30:00,Personal,500
B009522,2026-07-08 10:00:00,Personal,500
B009526,2026-05-12 19:00:00,Personal,1746
B009532,2026-04-26 18:30:00,Weather,400
B009543,2026-03-25 00:30:00,Personal,400
B009546,2026-02-12 09:30:00,Price,1100
B009569,2026-04-04 02:30:00,Weather,1500
B009606,2026-01-02 04:30:00,Weather,468
B009608,2026-06-12 04:00:00,Weather,1500
B009631,2026-03-03 02:30:00,Price,1450
B009635,2026-07-26 01:30:00,Weather,1200
B009657,2026-01-28 23:30:00,Price,700
B009672,2026-08-15 20:00:00,Personal,630
B009678,2026-03-11 00:30:00,Price,1196
B009715,2026-04-21 10:30:00,Personal,776
B009716,2026-07-14 09:30:00,Personal,1100
B009733,2026-04-20 00:30:00,Venue Issue,1200
B009737,2026-07-17 22:30:00,Price,400
B009743,2026-06-12 10:30:00,Price,1300
B009758,2026-02-14 05:30:00,Price,1750
B009769,2026-06-09 22:00:00,Weather,2100
B009776,2026-07-26 15:30:00,Personal,1200
B009778,2026-02-14 14:30:00,Weather,4100
B009795,2026-04-29 09:30:00,Price,425
B009808,2026-04-08 10:00:00,Venue Issue,650
B009817,2026-03-05 00:30:00,Price,450
B009818,2025-12-30 23:00:00,Personal,800
B009843,2026-04-14 01:00:00,Other,1800
B009850,2026-03-22 17:30:00,Price,950
B009857,2026-07-09 11:30:00,Venue Issue,598
B009863,2026-05-03 20:00:00,Personal,728
B009864,2026-03-20 13:30:00,Price,750
B009874,2026-06-12 10:30:00,Price,1200
B009878,2026-08-17 18:30:00,Personal,750
B009879,2026-02-06 14:00:00,Personal,1150
B009897,2026-02-12 06:00:00,Personal,800
B009911,2026-07-31 11:30:00,Other,1450
B009915,2026-05-02 10:00:00,Personal,1472
B009919,2026-08-25 02:30:00,Venue Issue,1450
B009928,2026-05-19 05:00:00,Venue Issue,1794
B009931,2026-04-03 07:30:00,Personal,400
B009941,2026-03-23 13:30:00,Price,850
B009952,2026-06-26 20:30:00,Price,1200
B009958,2026-08-15 01:30:00,Personal,1300
B009960,2026-05-30 02:00:00,Other,1650
B009980,2026-07-13 11:00:00,Weather,1800
B010003,2026-01-21 04:00:00,Weather,298
B010077,2026-08-17 23:30:00,Venue Issue,1380
B010086,2026-02-21 16:00:00,Venue Issue,950
B010096,2026-05-15 09:00:00,Weather,800
B010128,2026-02-02 17:30:00,Price,552
B010158,2026-02-22 08:00:00,Price,1450
B010168,2026-05-11 06:30:00,Price,350
B010190,2026-06-28 11:00:00,Weather,400
B010191,2026-05-07 08:00:00,Price,1100
B010202,2026-08-19 04:30:00,Personal,1750
B010208,2026-06-30 14:00:00,Weather,700
B010220,2026-08-21 08:00:00,Personal,450
B010222,2026-07-30 13:30:00,Personal,1500
B010226,2026-01-10 07:00:00,Venue Issue,450
B010254,2026-01-21 07:00:00,Other,500
B010260,2026-03-09 07:30:00,Weather,1100
B010294,2026-06-01 11:00:00,Price,598
B010309,2026-04-12 06:30:00,Price,340
B010312,2026-04-03 01:00:00,Weather,700
B010328,2026-07-20 11:00:00,Price,700
B010334,2026-01-17 22:30:00,Price,679
B010335,2026-04-18 16:00:00,Weather,1400
B010340,2026-05-13 04:00:00,Price,3000
B010397,2026-06-16 04:30:00,Price,650
B010412,2026-08-17 03:30:00,Personal,650
B010428,2026-07-27 06:00:00,Price,1450
B010431,2026-02-09 05:30:00,Other,1150
B010435,2026-04-05 07:00:00,Weather,350
B010476,2026-02-12 19:30:00,Weather,400
B010488,2026-05-08 19:30:00,Venue Issue,600
B010496,2026-05-17 01:30:00,Price,950
B010513,2026-04-04 08:00:00,Weather,750
B010517,2026-08-18 21:30:00,Venue Issue,850
B010518,2026-02-19 06:00:00,Weather,4000
B010520,2026-02-16 13:00:00,Weather,1400
B010529,2026-01-09 04:30:00,Personal,1358
B010530,2026-05-14 17:30:00,Other,1150
B010531,2026-04-25 23:30:00,Weather,2400
B010533,2026-01-21 10:00:00,Other,1100
B010544,2026-04-21 02:00:00,Venue Issue,450
B010548,2026-04-18 16:00:00,Personal,2100
B010552,2026-01-12 21:30:00,Weather,850
B010553,2026-03-07 21:00:00,Weather,650
B010578,2026-01-28 19:00:00,Weather,650
B010583,2026-07-09 22:00:00,Price,1649
B010596,2026-07-31 11:00:00,Weather,300
B010605,2026-05-15 09:30:00,Personal,1750
B010618,2026-04-29 14:30:00,Weather,1850
B010622,2026-01-10 06:00:00,Personal,690
B010624,2026-07-06 23:30:00,Price,850
B010627,2026-06-12 05:00:00,Personal,650
B010643,2026-08-03 14:30:00,Weather,1450
B010683,2026-03-07 01:00:00,Weather,1500
B010711,2026-04-16 13:30:00,Personal,2100
B010738,2026-08-05 20:30:00,Personal,414
B010751,2026-06-01 20:30:00,Weather,1150
B010755,2026-08-16 07:00:00,Weather,650
B010756,2026-04-15 21:30:00,Venue Issue,450
B010757,2026-02-13 02:00:00,Price,3700
B010761,2026-06-10 21:00:00,Personal,1200
B010764,2026-03-10 07:30:00,Price,600
B010774,2026-07-20 11:30:00,Personal,700
B010780,2026-07-30 15:00:00,Other,500
B010805,2026-05-28 03:00:00,Venue Issue,1750
B010819,2026-02-03 05:00:00,Personal,600
B010828,2026-04-13 06:00:00,Weather,400
B010833,2026-02-14 09:00:00,Other,1500
B010834,2026-05-03 14:00:00,Price,1200
B010837,2026-07-19 13:30:00,Other,1261
B010845,2026-01-10 22:00:00,Weather,510
B010852,2026-01-05 07:00:00,Weather,3700
B010891,2026-03-14 18:30:00,Other,1794
B010895,2026-07-09 00:00:00,Price,550
B010902,2026-04-17 20:00:00,Price,2900
B010913,2026-05-01 21:00:00,Venue Issue,2100
B010922,2026-05-13 11:30:00,Venue Issue,1940
B010923,2026-04-14 20:30:00,Price,750
B010930,2026-01-28 11:00:00,Weather,700
B010935,2026-04-13 20:00:00,Personal,600
B010944,2026-04-01 21:30:00,Personal,500
B010948,2026-01-10 14:00:00,Price,1380
B010949,2026-04-20 23:00:00,Price,1100
B010963,2026-06-09 16:30:00,Personal,700
B010981,2026-03-19 17:00:00,Personal,650
B010992,2026-08-06 04:00:00,Venue Issue,650
B010997,2026-06-03 13:30:00,Personal,1500
B011000,2026-04-28 23:30:00,Personal,650
B011006,2026-06-04 09:00:00,Venue Issue,1850
B011031,2026-08-11 04:30:00,Personal,2100
B011052,2026-05-18 02:00:00,Price,550
B011075,2026-01-03 17:30:00,Personal,1058
B011085,2026-03-12 20:30:00,Weather,400
B011104,2026-06-19 21:00:00,Price,1200
B011137,2026-04-11 00:30:00,Venue Issue,2100
B011148,2026-02-10 06:30:00,Personal,922
B011156,2026-07-07 02:30:00,Venue Issue,550
B011157,2026-01-29 01:00:00,Venue Issue,1940
B011159,2026-02-24 18:00:00,Personal,1564
B011174,2026-08-04 17:00:00,Venue Issue,600
B011188,2026-03-14 12:30:00,Price,1400
B011191,2026-04-07 18:00:00,Price,776
B011213,2026-07-15 00:00:00,Price,1500
B011220,2026-06-19 00:00:00,Personal,500
B011221,2026-02-07 00:00:00,Venue Issue,1450
B011244,2026-04-03 15:00:00,Personal,2910
B011250,2026-03-12 09:30:00,Price,550
B011253,2026-07-02 20:00:00,Weather,650
B011276,2026-04-09 19:00:00,Personal,3000
B011281,2026-01-06 00:30:00,Personal,750
B011290,2026-01-25 05:30:00,Personal,650
B011322,2026-07-13 00:00:00,Venue Issue,850
B011337,2026-08-15 12:30:00,Personal,950
B011338,2026-05-06 14:00:00,Weather,800
B011370,2026-02-16 00:30:00,Personal,950
B011373,2026-07-29 09:00:00,Venue Issue,485
B011380,2026-05-21 07:00:00,Personal,4200
B011381,2026-05-21 14:30:00,Personal,2100
B011397,2026-07-01 03:30:00,Personal,1750
B011430,2026-07-20 06:00:00,Other,2100
B011448,2026-05-14 16:00:00,Other,1000
B011480,2026-05-04 23:30:00,Venue Issue,800
B011484,2026-01-08 22:30:00,Price,400
B011492,2026-08-30 03:30:00,Weather,600
B011500,2026-04-12 09:30:00,Price,1750
B011508,2026-06-04 15:00:00,Weather,800
B011512,2026-08-17 16:30:00,Personal,700
B011518,2026-02-08 09:30:00,Personal,650
B011523,2026-01-16 20:30:00,Other,650
B011533,2026-03-02 03:30:00,Other,2050
B011542,2026-08-20 09:00:00,Venue Issue,1750
B011543,2026-03-10 04:00:00,Venue Issue,552
B011574,2026-06-01 06:30:00,Weather,900
B011580,2026-05-13 09:00:00,Venue Issue,900
B011588,2026-07-27 06:30:00,Venue Issue,750
B011594,2026-08-19 13:30:00,Personal,750
B011635,2026-06-19 13:00:00,Personal,1500
B011646,2026-06-26 17:00:00,Weather,300
B011650,2026-04-02 17:30:00,Weather,750
B011653,2026-05-20 15:00:00,Price,679
B011673,2026-02-13 15:00:00,Venue Issue,650
B011679,2026-02-14 04:00:00,Price,700
B011712,2026-04-30 11:00:00,Other,1067
B011721,2026-05-19 09:30:00,Weather,630
B011741,2026-05-31 01:30:00,Price,873
B011745,2026-02-05 12:30:00,Other,550
B011751,2026-06-28 19:00:00,Weather,350
B011753,2026-07-09 00:00:00,Personal,388
B011755,2026-04-04 15:00:00,Other,1150
B011764,2026-02-14 21:30:00,Venue Issue,850
B011766,2026-08-19 02:30:00,Personal,850
B011771,2026-02-19 19:00:00,Weather,500
B011786,2026-08-24 20:30:00,Personal,679
B011801,2026-01-03 12:30:00,Price,2070
B011818,2026-07-28 08:30:00,Personal,2900
B011821,2026-06-19 14:30:00,Personal,500
B011841,2026-01-11 11:30:00,Personal,3880
B011846,2026-02-07 07:30:00,Personal,500
B011849,2026-07-14 11:30:00,Price,1020
B011850,2026-06-08 21:30:00,Venue Issue,776
B011859,2026-01-02 00:00:00,Weather,900
B011872,2026-04-02 23:00:00,Weather,650
B011891,2026-03-22 07:30:00,Personal,1406
B011897,2026-06-10 09:00:00,Price,291
B011900,2026-06-07 17:30:00,Other,485
B011902,2026-07-04 03:30:00,Personal,400
B011908,2026-02-24 01:30:00,Weather,650
B011922,2026-07-28 14:30:00,Weather,900
B011934,2026-07-08 09:00:00,Price,950
B011936,2026-06-24 18:30:00,Weather,1850
B011942,2026-01-01 16:00:00,Other,485
B011952,2026-04-04 19:30:00,Personal,2100
B011953,2026-02-02 17:00:00,Venue Issue,750
B011961,2026-08-08 19:00:00,Price,500
B011966,2026-01-23 05:30:00,Price,1261
B011967,2026-03-18 11:30:00,Personal,736
B011970,2026-06-25 21:30:00,Price,750
B011975,2026-02-16 14:00:00,Weather,500
B011980,2026-07-02 07:30:00,Price,1455
B011984,2026-06-19 02:30:00,Price,650
B011990,2026-06-23 07:00:00,Weather,600
B011994,2026-05-01 10:00:00,Weather,650
B012004,2026-07-20 19:00:00,Weather,644
B012014,2026-04-18 14:30:00,Other,600
B012056,2026-01-24 22:30:00,Weather,650
B012063,2026-01-31 04:30:00,Personal,1500
B012070,2026-02-06 17:00:00,Weather,2000
B012087,2026-08-07 01:00:00,Weather,650
B012092,2026-06-24 11:30:00,Personal,700
B012101,2026-03-18 04:00:00,Personal,1750
B012117,2026-05-30 06:30:00,Weather,1500
B012125,2026-07-18 04:30:00,Personal,700
B012141,2026-04-22 20:30:00,Weather,600
B012155,2026-05-25 08:00:00,Weather,2000
B012157,2026-06-14 01:30:00,Price,700
B012162,2026-03-06 20:30:00,Personal,1700
B012163,2026-06-16 01:00:00,Personal,300
B012183,2026-05-28 05:30:00,Personal,1450
B012200,2026-01-17 13:30:00,Price,400
B012207,2026-07-01 09:00:00,Personal,1932
B012239,2026-06-13 23:30:00,Personal,500
B012247,2026-03-25 15:00:00,Price,600
B012259,2026-08-18 23:30:00,Personal,550
B012265,2026-08-18 00:30:00,Weather,2100
B012274,2026-06-01 20:30:00,Other,900
B012278,2026-02-05 19:00:00,Venue Issue,750
B012298,2026-02-13 05:00:00,Personal,800
B012305,2026-02-18 21:30:00,Price,690
B012314,2026-01-02 01:30:00,Price,400
B012332,2026-08-21 08:30:00,Personal,1850
B012370,2026-07-26 11:30:00,Personal,750
B012382,2026-04-19 12:30:00,Price,650
B012393,2026-05-13 14:00:00,Venue Issue,644
B012427,2026-07-20 06:30:00,Price,1104
B012430,2026-04-15 11:30:00,Venue Issue,630
B012435,2026-01-08 17:30:00,Personal,874
B012442,2026-06-04 16:30:00,Personal,750
B012452,2026-01-26 08:00:00,Personal,650
B012453,2026-04-17 21:30:00,Personal,1455
B012464,2026-04-05 10:00:00,Price,1500
B012481,2026-05-24 19:00:00,Personal,2000
B012491,2026-04-18 09:00:00,Personal,2000
B012495,2026-01-10 15:00:00,Personal,400
B012513,2026-05-01 15:00:00,Venue Issue,728
B012534,2026-02-14 19:30:00,Price,300
B012537,2026-03-28 18:00:00,Personal,1100
B012556,2026-03-10 13:30:00,Price,400
B012563,2026-03-03 23:00:00,Price,1750
B012577,2026-03-21 18:30:00,Venue Issue,700
B012579,2026-07-03 09:30:00,Price,1150
B012580,2026-05-22 20:00:00,Personal,650
B012589,2026-01-26 17:30:00,Personal,3700
B012597,2026-01-03 07:30:00,Price,1800
B012635,2026-08-06 17:00:00,Weather,400
B012637,2026-05-20 13:00:00,Price,1850
B012653,2026-01-29 20:00:00,Personal,1600
B012660,2026-02-07 22:00:00,Weather,400
B012671,2026-05-28 21:30:00,Venue Issue,1850
B012702,2026-06-18 04:30:00,Venue Issue,340
B012709,2026-03-06 11:00:00,Personal,1610
B012710,2026-07-12 06:00:00,Price,450
B012722,2026-03-18 17:30:00,Weather,650
B012734,2026-04-11 11:30:00,Weather,414
B012756,2025-12-31 06:30:00,Weather,750
B012759,2026-03-07 10:00:00,Personal,1900
B012771,2026-02-01 02:00:00,Price,650
B012780,2026-06-14 06:00:00,Personal,4000
B012803,2026-07-21 19:00:00,Personal,2100
B012805,2026-06-03 16:00:00,Personal,1261
B012821,2026-02-21 16:30:00,Personal,650
B012827,2026-01-06 13:00:00,Weather,700
B012828,2026-02-07 10:30:00,Other,2100
B012835,2026-01-19 08:00:00,Weather,1450
B012843,2026-05-20 10:30:00,Personal,1940
B012866,2026-04-15 08:00:00,Other,2000
B012875,2026-03-12 04:00:00,Price,450
B012893,2026-06-22 04:00:00,Weather,1455
B012902,2026-06-22 20:30:00,Personal,2037
B012940,2026-04-07 12:00:00,Other,3220
B012989,2026-04-26 23:30:00,Weather,700
B012990,2026-05-20 07:00:00,Personal,276
B012993,2026-07-24 11:30:00,Personal,700
B012999,2026-05-11 16:00:00,Weather,600
B013028,2026-02-22 11:00:00,Personal,1100
B013041,2026-01-05 14:30:00,Price,750
B013063,2026-06-10 04:30:00,Other,1450
B013069,2026-06-18 12:00:00,Venue Issue,950
B013070,2026-05-28 17:30:00,Price,1200
B013090,2026-07-17 12:00:00,Personal,2000
B013099,2026-03-09 19:00:00,Personal,1200
B013120,2026-03-21 00:30:00,Price,550
B013132,2026-02-24 11:00:00,Price,3000
B013138,2026-04-19 11:30:00,Venue Issue,600
B013156,2026-01-17 18:00:00,Personal,450
B013165,2026-01-18 02:00:00,Other,630
B013197,2026-02-02 07:30:00,Venue Issue,700
B013199,2026-02-07 21:00:00,Personal,450
B013223,2026-08-06 04:00:00,Price,679
B013228,2026-03-30 09:30:00,Weather,1058
B013260,2026-03-08 01:30:00,Price,1067
B013262,2026-06-01 14:00:00,Other,800
B013305,2026-04-26 03:30:00,Personal,550
B013316,2026-03-09 19:00:00,Other,4100
B013331,2026-04-14 14:00:00,Other,500
B013332,2026-06-07 00:30:00,Price,300
B013335,2026-05-14 10:00:00,Weather,1300
B013349,2026-07-01 09:00:00,Personal,1940
B013351,2026-02-01 04:30:00,Weather,800
B013360,2026-07-08 09:30:00,Personal,400
B013378,2026-01-13 03:00:00,Price,2100
B013400,2026-07-05 09:30:00,Personal,1500
B013409,2026-06-15 14:00:00,Weather,1500
B013418,2026-08-30 11:30:00,Personal,1450
B013425,2026-01-22 11:30:00,Personal,824
B013427,2026-01-05 14:30:00,Personal,1450
B013429,2026-01-08 18:00:00,Personal,3000
B013436,2026-05-07 15:00:00,Personal,650
B013442,2026-08-21 16:00:00,Venue Issue,650
B013445,2026-02-05 18:30:00,Personal,950
B013447,2026-08-14 09:00:00,Price,1450
B013461,2026-06-03 14:30:00,Personal,1116
B013462,2026-04-04 10:00:00,Price,450
B013474,2026-03-27 05:00:00,Personal,800
B013480,2026-03-29 02:30:00,Personal,850
B013488,2026-01-20 01:30:00,Personal,2000
B013492,2026-02-27 05:30:00,Venue Issue,1455
B013517,2026-03-18 13:00:00,Venue Issue,1850
B013528,2026-02-25 20:00:00,Price,650
B013529,2026-04-15 23:30:00,Price,700
B013536,2026-02-05 20:30:00,Price,450
B013548,2026-01-14 18:00:00,Weather,750
B013554,2026-08-05 09:30:00,Price,630
B013562,2026-03-18 04:00:00,Venue Issue,3500
B013569,2026-07-18 07:30:00,Price,4200
B013581,2026-05-07 05:00:00,Personal,350
B013582,2026-04-22 12:30:00,Price,1450
B013584,2026-02-06 11:30:00,Personal,1020
B013594,2026-03-09 18:00:00,Price,300
B013602,2026-01-21 03:30:00,Personal,700
B013612,2026-06-14 00:00:00,Personal,1450
B013627,2026-06-17 19:00:00,Personal,2037
B013628,2026-02-14 02:00:00,Price,550
B013639,2026-05-21 06:00:00,Weather,450
B013643,2026-04-30 20:00:00,Personal,291
B013684,2026-04-06 01:00:00,Personal,1000
B013685,2026-01-21 18:30:00,Price,1500
B013693,2026-05-18 09:00:00,Price,350
B013698,2026-04-03 20:00:00,Weather,4000
B013722,2026-04-18 00:00:00,Venue Issue,850
B013743,2026-05-19 05:30:00,Venue Issue,1600
B013748,2026-04-19 01:00:00,Personal,2000
B013763,2026-05-23 05:00:00,Other,1200
B013776,2026-05-25 07:30:00,Weather,3201
B013790,2026-01-12 06:00:00,Weather,600
B013810,2026-07-11 18:30:00,Weather,1940
B013830,2026-06-02 19:30:00,Price,800
B013831,2026-07-11 21:30:00,Other,650
B013845,2026-01-23 20:30:00,Weather,450
B013852,2026-02-08 01:30:00,Personal,650
B013853,2026-02-23 01:30:00,Venue Issue,750
B013870,2026-04-18 13:30:00,Personal,400
B013877,2026-08-12 20:00:00,Personal,1750
B013893,2026-02-05 17:00:00,Weather,1500
B013894,2026-02-14 18:30:00,Personal,400
B013904,2026-08-20 19:30:00,Personal,800
B013931,2026-02-17 06:00:00,Personal,750
B013952,2026-06-24 06:30:00,Weather,650
B013969,2026-05-29 13:30:00,Weather,1150
B013971,2026-04-02 08:00:00,Venue Issue,300
B013973,2026-07-24 05:30:00,Weather,1400
B013980,2026-02-16 16:30:00,Venue Issue,1200
B013983,2026-08-14 14:30:00,Weather,728
B013986,2026-01-08 08:30:00,Other,782
B013988,2026-03-04 14:00:00,Other,485
